datasetId,context,scope,cancer,geneA,geneB,eventTimeMonths,transformedTime,coefficient,ciHighCoefficient,ciLowCoefficient,hazardRatio,ciLow,ciHigh,splineDegreesFreedom,diagnostic
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,18.08100505,34436.27273,-0.7944413563,-0.3866250375,-1.202257675,0.4518335784,0.3005149803,0.6793457763,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,18.54106061,35111.45455,-0.8003595903,-0.3832827637,-1.217436417,0.4491674188,0.2959879849,0.6816201346,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,18.99618182,35786.63636,-0.8047458541,-0.3789638386,-1.230527869,0.4472015666,0.2921383261,0.6845703672,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,19.40543635,36461.81818,-0.8075255279,-0.3738435186,-1.241207537,0.4459602182,0.2890349866,0.6880845759,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,19.9177037,37137,-0.8087050954,-0.3680625419,-1.249347649,0.4454344881,0.2866917595,0.6920738967,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,20.38546853,37812.18182,-0.8083200785,-0.3617259608,-1.254914196,0.4456060209,0.2851003098,0.6964732027,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,20.90964383,38487.36364,-0.8064060359,-0.3549110929,-1.257900979,0.4464597466,0.2842500476,0.7012357853,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,21.39839831,39162.54545,-0.8029985263,-0.3476722438,-1.258324809,0.4479836574,0.2841295995,0.7063303424,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,21.93048485,39837.72727,-0.7981331084,-0.3400442833,-1.256221934,0.4501685961,0.2847277172,0.7117388039,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,22.45477217,40512.90909,-0.7918453411,-0.3320453041,-1.251645378,0.4530080691,0.2860337758,0.7174548185,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,23.01387273,41188.09091,-0.784170783,-0.3236785428,-1.244663023,0.4564980809,0.2880379539,0.7234827738,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,23.57266222,41863.27273,-0.7751449928,-0.3149337078,-1.235356278,0.4606369871,0.2907311629,0.7298372552,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,24.11424242,42538.45455,-0.7648035293,-0.3057878255,-1.223819233,0.4654253644,0.2941047645,0.7365428785,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,24.79348571,43213.63636,-0.7531819513,-0.2962056958,-1.210158207,0.4708658941,0.2981501063,0.7436344498,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,25.41350975,43888.81818,-0.7403158175,-0.2861400311,-1.194491604,0.4769632584,0.3028578868,0.7511574232,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,26.1687037,44564,-0.7262406866,-0.2755313462,-1.176950027,0.4837240466,0.3082173611,0.7591686347,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,26.95444218,45239.18182,-0.7109921173,-0.2643076661,-1.157676569,0.4911566706,0.3142153913,0.7677372966,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,27.71501557,45914.36364,-0.6946056685,-0.2523841281,-1.136827209,0.4992712876,0.3208353522,0.7769462339,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,28.47094325,46589.54545,-0.6771168987,-0.2396625699,-1.114571228,0.5080797281,0.3280559101,0.7868933378,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,29.3259988,47264.72727,-0.6585613669,-0.2260312212,-1.091091513,0.5175954291,0.3358497094,0.7976931963,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,30.13566666,47939.90909,-0.6389746316,-0.2113646471,-1.066584616,0.5278333703,0.344182026,0.809478839,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,31.04545455,48615.09091,-0.6183922517,-0.1955241288,-1.041260375,0.5388100125,0.3530094773,0.8224034997,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,32.02224919,49290.27273,-0.5968497859,-0.178358697,-1.015340875,0.5505432363,0.3622789171,0.8366422686,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,33.0723703,49965.45455,-0.5743827929,-0.1597070501,-0.9890585356,0.5630522815,0.371926682,0.8523934609,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,34.11947896,50640.63636,-0.5510268314,-0.1394005757,-0.9626530872,0.5763576842,0.3818783842,0.8698795061,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,35.19401866,51315.81818,-0.5268174603,-0.1172676229,-0.9363672976,0.5904812124,0.3920494506,0.8893471517,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,36.36395601,51991,-0.5017902381,-0.09313904445,-0.9104414318,0.6054457968,0.4023465762,0.9110668127,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,37.56579024,52666.18182,-0.4759807238,-0.06685482116,-0.8851066264,0.621275458,0.4126701694,0.9353309817,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,38.83523342,53341.36364,-0.449424476,-0.03827133801,-0.8605776139,0.6379952276,0.4229177286,0.9624517557,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,40.05343046,54016.54545,-0.4221570534,-0.007268643296,-0.8370454634,0.6556310622,0.4329879141,0.9927577094,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,41.47344182,54691.72727,-0.3942140148,0.02624312869,-0.8146711582,0.67420975,0.4427849096,1.026590512,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,43.00255844,55366.90909,-0.3656309189,0.06231898365,-0.7935808214,0.6937588072,0.4522225643,1.064301785,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,44.61140839,56042.09091,-0.3364433244,0.1009765589,-0.7738632078,0.7143063661,0.4612278033,1.10625071,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,46.25700387,56717.27273,-0.3066867902,0.1421961472,-0.7555697276,0.73588105,0.469742913,1.152802745,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,47.91622326,57392.45455,-0.2763968749,0.18592311,-0.7387168598,0.7585118367,0.4777265125,1.204329656,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,49.51959596,58067.63636,-0.2456091373,0.2320721838,-0.7232904584,0.7822279089,0.4851532501,1.261210764,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,51.36951355,58742.81818,-0.2143591361,0.2805329745,-0.7092512466,0.8070584892,0.4920124556,1.323835195,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,53.33484058,59418,-0.18268243,0.3311759008,-0.6965407608,0.8330326599,0.4983060857,1.392604731,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,55.84262589,60093.18182,-0.1506145778,0.3838579542,-0.6850871099,0.8601791669,0.5040463203,1.467936913,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,58.73626812,60768.36364,-0.1181911383,0.4384278318,-0.6748101084,0.888526205,0.5092531143,1.55026802,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,62.14841751,61443.54545,-0.08544767008,0.4947302001,-0.6656255403,0.918101186,0.5139519295,1.640055693,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,67.80322674,62118.72727,-0.05241973198,0.5526090187,-0.6574484827,0.9489304868,0.5181717735,1.737781012,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,75.01914052,62793.90909,-0.01914288272,0.6119099754,-0.6501957408,0.9810391787,0.5219436011,1.843949936,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,83.41212121,63469.09091,0.01434731897,0.6724821498,-0.6437875119,1.014450736,0.525299075,1.959094055,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,93.9087184,64144.27273,0.04801531434,0.7341790531,-0.6381484245,1.049186723,0.5282696502,2.083770625,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,110.4428803,64819.45455,0.08182554467,0.7968591885,-0.6332080992,1.085266463,0.5308859315,2.21856189,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,134.8961039,65494.63636,0.1157424512,0.8603862618,-0.6289013594,1.122706683,0.5331772495,2.364073669,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,182.2562727,66169.81818,0.1497304752,0.9246291505,-0.6251682001,1.161521142,0.5351714051,2.5209332,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,420.164,66845,0.183754058,0.9894617139,-0.621953598,1.201720233,0.5368945363,2.689786208,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,0.03,2.5,0.8128962452,1.090801432,0.5349910583,2.254427916,1.707432975,2.976658707,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,0.2629400679,735.2424242,0.7894857167,1.050945642,0.5280257916,2.202263548,1.695581571,2.86035471,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,0.4931489209,1467.984848,0.7661254476,1.011513891,0.5207370042,2.151414317,1.683267768,2.749760704,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,0.789018483,2200.727273,0.7428656974,0.9726560923,0.5130753026,2.101950446,1.670420352,2.644960397,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,1.019122268,2933.469697,0.7197567256,0.9345319862,0.504981465,2.05393348,1.656954809,2.546021606,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,1.315022963,3666.212121,0.6968487916,0.8973123671,0.496385216,2.007416941,1.642772258,2.453001476,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,1.643909457,4398.954545,0.6741921548,0.861179809,0.4872045006,1.962446982,1.627759453,2.365950417,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,1.972917041,5131.69697,0.6518370747,0.8263282627,0.4773458867,1.919063055,1.611790845,2.284913716,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,2.238739032,5864.439394,0.6298338107,0.7929605561,0.4667070653,1.877298566,1.594734182,2.209929371,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,2.564027174,6597.181818,0.6082326223,0.7612825154,0.4551827293,1.837181534,1.576461422,2.141020352,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,2.893019454,7329.924242,0.587083769,0.731492399,0.442675139,1.798735232,1.556866487,2.078179768,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,3.189005636,8062.666667,0.5664375101,0.7037650415,0.4291099788,1.761978826,1.53588994,2.021348861,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,3.550942715,8795.409091,0.5463441052,0.6782319509,0.4144562595,1.726927996,1.51354754,1.970390903,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,3.910403122,9528.151515,0.5268538137,0.6549613773,0.39874625,1.693595551,1.489955494,1.925068165,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,4.208038498,10260.89394,0.508016895,0.6339446285,0.3820891614,1.66199202,1.465342731,1.885031683,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,4.59964162,10993.63636,0.4898836085,0.6150944527,0.3646727643,1.632126243,1.440042698,1.849831313,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,4.929958127,11726.37879,0.4725042138,0.5982572434,0.3467511842,1.604005942,1.41446474,1.818946056,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,5.229347522,12459.12121,0.4559289703,0.5832352932,0.3286226473,1.577638282,1.389053594,1.791826146,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,5.55614584,13191.86364,0.4402081373,0.5698120151,0.3106042596,1.553030428,1.364249226,1.767934675,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,5.886831077,13924.60606,0.4253919745,0.5577736798,0.2930102692,1.530190098,1.340456556,1.746779278,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,6.213644697,14657.34848,0.4115307412,0.5469243825,0.2761370998,1.509126099,1.318028553,1.727930384,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,6.575139701,15390.09091,0.3986746968,0.5370941181,0.2602552754,1.489848887,1.297261203,1.711027587,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,6.936958427,16122.83333,0.3868741008,0.5281416183,0.2456065834,1.472371109,1.278396532,1.695777976,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,7.263994144,16855.57576,0.3761792128,0.5199540044,0.2324044211,1.456708171,1.261629855,1.681950286,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,7.598503788,17588.31818,0.366640292,0.5124449722,0.2208356117,1.442878811,1.247118402,1.669367767,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,7.989002018,18321.06061,0.3583067889,0.5055524849,0.2110610929,1.430904539,1.234987802,1.657901233,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,8.317956761,19053.80303,0.351184259,0.4992262306,0.2031422874,1.420749088,1.225246793,1.647446034,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,8.679073073,19786.54545,0.3452127655,0.4934208073,0.1970047238,1.412290374,1.217749793,1.637909621,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,9.008022457,20519.28788,0.3403270254,0.4881076392,0.1925464117,1.405407119,1.212332769,1.62923021,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,9.402730788,21252.0303,0.3364617556,0.4832728701,0.1896506412,1.399985327,1.208827209,1.621372269,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,9.763952153,21984.77273,0.333551673,0.4789149026,0.1881884434,1.395917176,1.207060957,1.614321755,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,10.09271501,22717.51515,0.3315314945,0.4750426394,0.1880203496,1.393100021,1.206858074,1.608082764,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,10.45486622,23450.25758,0.330335937,0.4716741459,0.1889977282,1.391435485,1.208038208,1.60267506,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,10.86,24183,0.3298997175,0.4688354919,0.1909639432,1.390828646,1.210415808,1.598132071,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,11.21572727,24915.74242,0.3301575529,0.4665595424,0.1937555634,1.391187297,1.21379955,1.59449894,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,11.63434425,25648.48485,0.3310441601,0.464884464,0.1972038562,1.39242128,1.217992311,1.591830265,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,11.999953,26381.22727,0.332494256,0.4638517149,0.2011367971,1.394441889,1.222792035,1.590187152,4,natural-spline smooth of scaled Schoenfeld beta(t)
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,12.36806061,27113.9697,0.3344425575,0.4635033077,0.2053818073,1.397161331,1.227993833,1.589633216,4,natural-spline smooth of scaled Schoenfeld beta(t)
